593,12878.04683
649,22244.87655
167,11045.10884
38,20986.01602
367,17789.34673
569,19448.22633
300,15635.79616
539,14703.136869999998
513,22311.04951
591,12830.09878
163,11017.16871
124,32501.245189999998
154,65281.48124
336,13830.24902
59,19641.7419
427,16341.8041
304,13699.035780000002
654,30731.94165
546,15077.17584
343,42773.02839
483,22525.26972
311,14847.04415
634,33540.53611
158,55639.08765
51,21956.34266
496,18856.01869
497,18566.0707
447,15623.919759999999
361,19528.100430000002
558,15457.17059
422,17316.0966
219,8768.998585
308,12684.98623
74,26190.27147
282,13540.041640000001
490,19682.03501
4,16339.17032
695,29844.203999999998
538,15059.134080000002
523,19294.7875
498,18063.00491
5,15709.052819999999
141,48365.9809
660,26841.080840000002
135,36210.123
576,15724.252169999998
378,15832.51835
625,15821.949719999999
22,22926.090369999998
630,35622.1395
276,12243.06062
284,12981.95203
270,14061.122769999998
667,24852.495280000003
281,15047.00274
220,13007.98418
631,34819.297119999996
320,16116.84392
480,25452.47385
120,35715.768560000004
81,49248.15897
696,28432.824210000002
13,19924.15905
416,17663.22495
676,34392.99527
669,23733.40225
160,12146.18803
681,32053.09716
238,12549.89233
379,15554.283130000002
441,17463.04608
482,23578.16486
489,21200.69021
520,21383.06716
195,11169.91839
191,12408.80615
116,36332.89469
531,17675.83749
571,19567.25929
164,11096.85727
106,35866.58271
16,19105.130119999998
63,22661.04849
384,23345.32907
105,36077.79612
683,30353.58555
657,30251.01842
329,14175.87908
345,39547.5879
609,14546.88481
405,16993.78033
519,18529.342119999998
93,30781.51563
572,16853.10785
433,18169.375480000002
83,44130.617060000004
588,28502.30611
348,36970.89805
540,15979.01484
198,10921.94537
145,41671.583139999995
414,17553.75368
150,70755.46672000001
39,20902.10379
511,22736.834469999998
509,19338.376
637,32075.98487
536,15253.868569999999
322,15084.8154
253,13464.802880000001
624,17214.325080000002
548,13034.06853
685,26789.832609999998
357,34297.30535
69,21831.82292
2,16218.84786
340,46732.60603
221,13041.874
651,33381.81915
146,41516.429860000004
289,11581.905040000001
241,14198.09246
29,19556.89932
689,25267.36768
114,37510.25357
484,21982.64771
692,33183.3326
561,22100.39317
553,16391.17171
176,11215.01865
614,15589.780480000001
372,18727.508380000003
168,10777.05254
347,38824.86909
376,15951.811169999999
557,16283.958990000001
612,15977.911080000002
595,12464.07346
534,16792.67953
189,11115.013640000001
136,36633.633819999995
446,16646.7708
585,27425.843910000003
254,13678.863000000001
437,16267.09489
382,25097.47325
648,23249.84169
506,20109.90412
670,38324.80908
615,15730.046269999999
590,13160.12456
255,12507.485270000001
232,13446.213419999998
133,38297.46254
33,22230.0275
88,43374.05242
418,16988.30306
290,14023.93855
44,19027.86231
353,39092.18992
341,47065.209910000005
61,25098.62906
668,24173.52588
199,9919.048185
429,16295.211440000001
394,16723.99388
297,11961.61996
73,26302.07428
393,17801.22953
596,12465.50852
580,32422.76138
586,27370.958110000003
217,9041.906254000001
575,16256.236169999998
421,17119.45757
138,34974.378039999996
212,9654.060142
587,27548.629610000004
584,29664.70269
641,26337.8306
234,12274.95758
67,23077.56591
24,21273.061709999998
381,27714.05025
216,8638.930895
129,31059.18103
349,37288.93674
111,41378.04809
166,11137.04565
207,9506.047937000001
438,16860.09433
274,11574.17381
592,12828.03098
556,16997.69374
525,18042.22107
287,14220.013219999999
469,17586.92858
326,14418.16529
121,35651.68002
507,19116.13109
228,10788.97036
445,16752.5144
117,36245.15823
464,21233.91136
25,21460.01395
110,42820.32902
149,39072.39205
152,69133.73172000001
528,16216.98071
461,21725.01075
139,32038.339560000004
260,14222.3054
323,15163.16986
627,15622.1211
248,11080.51638
450,18800.0931
410,19471.97485
19,17968.83828
328,14401.906930000001
296,12897.929540000001
269,12846.061590000001
226,12207.87293
94,30646.4377
515,20627.66169
280,15553.208709999999
286,13161.94283
652,33358.76777
444,16507.07027
184,10921.94537
371,18835.18976
635,31970.542080000003
680,32197.34047
275,11539.04853
655,30315.169439999998
182,11391.21372
32,23016.008009999998
80,51154.04722
307,13019.07114
11,20538.08751
43,17944.85692
86,44300.63996
36,21341.25721
58,19191.98962
41,20099.256840000002
411,18009.84603
562,21300.01945
209,9220.829677
148,38208.501019999996
594,12832.46239
123,35165.75937
574,15979.01484
98,29275.208710000003
377,16508.59069
130,42741.52367
23,21895.75878
608,15174.346609999999
555,16569.14124
370,20021.195209999998
512,22104.97357
383,24809.04232
201,11167.861
368,17294.181
554,15788.104780000001
610,17803.27909
387,23151.546140000002
292,13135.90503
256,13141.04795
606,15297.835969999998
197,10872.01393
95,30792.14903
673,36338.75133
169,9928.188175
581,32219.58928
305,13310.05959
560,21230.97799
373,16805.05739
227,11203.14611
143,44205.87588
180,11031.12993
131,40966.607410000004
47,17772.969680000002
324,14897.04055
203,10106.01643
84,44084.91421
633,32737.08455
565,20173.90633
611,16353.09652
398,16143.95729
91,30957.08075
82,46747.67327
430,18974.92203
119,32537.18675
291,12810.91058
57,19425.848619999997
321,16428.578980000002
257,13594.08559
663,27060.137560000003
442,17218.68575
42,18145.126490000002
617,15086.89959
388,22120.75776
335,13994.90646
273,12257.16409
488,21403.756419999998
550,18254.922769999997
53,21575.456830000003
656,30166.85251
128,31181.715160000003
28,21058.139580000003
183,11247.86253
459,15503.5088
510,21903.32262
151,68566.18719
244,13471.00508
543,15846.012709999999
544,15604.145819999998
639,27666.23108
265,13688.000109999999
288,12379.126470000001
423,16860.87078
147,41053.482169999996
659,29612.15405
177,10144.95208
99,28040.12853
448,15664.6249
431,18324.83193
115,37215.16938
72,26781.81465
537,15594.806840000001
677,33984.43077
686,28291.762260000003
174,11555.2674
87,42677.60112
551,17095.035219999998
486,22189.11597
314,14593.8541
396,16825.190880000002
600,16391.92657
472,22113.62802
70,26831.194040000002
599,12209.55962
277,11671.85813
9,15295.018269999999
359,31186.74146
192,11302.90299
629,14853.19901
559,14963.045619999999
684,30122.429739999996
